symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2019-11-15 00:00:00+00:00,265.76,265.78,263.01,263.68,25093666,65.660702085,65.6656434382,64.9812660121,65.1468013462,100374664,0.0,1.0
AAPL,2019-11-18 00:00:00+00:00,267.1,267.43,264.23,265.8,21700897,65.9917727532,66.073305082,65.2826885608,65.6705847915,86803588,0.0,1.0
AAPL,2019-11-19 00:00:00+00:00,266.29,268.0,265.39,267.9,19069597,65.7916479463,66.2141336498,65.5692870497,66.1894268835,76278388,0.0,1.0
AAPL,2019-11-20 00:00:00+00:00,263.19,266.08,260.4,265.54,26609919,65.0257381914,65.7397637371,64.336419412,65.6063471991,106439676,0.0,1.0
AAPL,2019-11-21 00:00:00+00:00,262.01,264.01,261.18,263.69,30348778,64.7341983492,65.2283336749,64.529132189,65.1492720228,121395112,0.0,1.0
AAPL,2019-11-22 00:00:00+00:00,261.78,263.18,260.84,262.59,16331263,64.6773727867,65.0232675147,64.4451291836,64.8774975937,65325052,0.0,1.0
AAPL,2019-11-25 00:00:00+00:00,266.37,266.44,262.52,262.71,21029517,65.8114133593,65.8287080957,64.8602028573,64.9071457132,84118068,0.0,1.0
AAPL,2019-11-26 00:00:00+00:00,264.29,267.16,262.5,266.94,26334882,65.2975126205,66.006596813,64.855261504,65.9522419271,105339528,0.0,1.0
AAPL,2019-11-27 00:00:00+00:00,267.84,267.98,265.31,265.58,16386122,66.1746028237,66.2091922965,65.5495216367,65.6162299056,65544488,0.0,1.0
AAPL,2019-11-29 00:00:00+00:00,267.25,268.0,265.9,266.6,11654363,66.0288329026,66.2141336498,65.6952915578,65.8682389218,46617452,0.0,1.0
AAPL,2019-12-02 00:00:00+00:00,264.16,268.25,263.45,267.27,23693550,65.2653938244,66.2759005655,65.0899757837,66.0337742559,94774200,0.0,1.0
AAPL,2019-12-03 00:00:00+00:00,259.45,259.53,256.29,258.31,29377268,64.1017051322,64.1214705453,63.3209713176,63.8200479966,117509072,0.0,1.0
AAPL,2019-12-04 00:00:00+00:00,261.74,263.31,260.68,261.07,16810388,64.6674900802,65.0553863109,64.4055983576,64.5019547461,67241552,0.0,1.0
AAPL,2019-12-05 00:00:00+00:00,265.58,265.89,262.73,263.79,18661343,65.6162299056,65.6928208811,64.9120870665,65.1739787891,74645372,0.0,1.0
AAPL,2019-12-06 00:00:00+00:00,270.71,271.0,267.3,267.48,26547493,66.8836870162,66.9553366384,66.0411862858,66.0856584651,106189972,0.0,1.0
AAPL,2019-12-09 00:00:00+00:00,266.92,270.8,264.91,270.0,32182645,65.9473005739,66.9059231058,65.4506945715,66.7082689755,128730580,0.0,1.0
AAPL,2019-12-10 00:00:00+00:00,268.48,270.07,265.86,268.6,22632383,66.332726128,66.7255637119,65.6854088512,66.3623742475,90529532,0.0,1.0
AAPL,2019-12-11 00:00:00+00:00,270.77,271.1,268.5,268.81,19723391,66.8985110759,66.9800434047,66.3376674812,66.4142584567,78893564,0.0,1.0
AAPL,2019-12-12 00:00:00+00:00,271.46,272.56,267.32,267.78,34437042,67.0689877633,67.3407621925,66.046127639,66.159778764,137748168,0.0,1.0
AAPL,2019-12-13 00:00:00+00:00,275.15,275.3,270.93,271.46,33432806,67.9806674393,68.0177275888,66.938041902,67.0689877633,133731224,0.0,1.0
AAPL,2019-12-16 00:00:00+00:00,279.86,280.79,276.98,277.0,32081105,69.1443561315,69.3741290579,68.4328012624,68.4377426156,128324420,0.0,1.0
AAPL,2019-12-17 00:00:00+00:00,280.41,281.77,278.8,279.57,28575798,69.280243346,69.6162553675,68.8824644088,69.0727065092,114303192,0.0,1.0
AAPL,2019-12-18 00:00:00+00:00,279.74,281.9,279.12,279.8,29024687,69.1147080119,69.6483741637,68.9615260609,69.1295320717,116098748,0.0,1.0
AAPL,2019-12-19 00:00:00+00:00,280.02,281.18,278.95,279.5,24626947,69.1838869575,69.4704854464,68.9195245582,69.0554117728,98507788,0.0,1.0
AAPL,2019-12-20 00:00:00+00:00,279.44,282.65,278.56,282.23,69032743,69.0405877131,69.8336749109,68.8231681697,69.7299064925,276130972,0.0,1.0
AAPL,2019-12-23 00:00:00+00:00,284.0,284.25,280.37,280.53,24677883,70.1672162557,70.2289831715,69.2703606395,69.3098914656,98711532,0.0,1.0
AAPL,2019-12-24 00:00:00+00:00,284.27,284.89,282.92,284.69,12119714,70.2339245247,70.3871064757,69.9003831798,70.3376929431,48478856,0.0,1.0
AAPL,2019-12-26 00:00:00+00:00,289.91,289.98,284.7,284.82,23334004,71.6273861433,71.6446808797,70.3401636198,70.3698117393,93336016,0.0,1.0
AAPL,2019-12-27 00:00:00+00:00,289.8,293.97,288.12,291.12,36592936,71.6002087004,72.6304808546,71.1851350268,71.9263380154,146371744,0.0,1.0
AAPL,2019-12-30 00:00:00+00:00,291.52,292.69,285.22,289.46,36059614,72.0251650805,72.3142342461,70.4686388045,71.516205695,144238456,0.0,1.0
AAPL,2019-12-31 00:00:00+00:00,293.65,293.68,289.52,289.93,25247625,72.5514192025,72.5588312324,71.5310297548,71.6323274966,100990500,0.0,1.0
AAPL,2020-01-02 00:00:00+00:00,300.35,300.6,295.19,296.24,33911864,74.2067725437,74.2685394594,72.9319034033,73.1913244493,135647456,0.0,1.0
AAPL,2020-01-03 00:00:00+00:00,297.43,300.58,296.5,297.15,36633878,73.4853349681,74.2635981062,73.2555620417,73.4161560225,146535512,0.0,1.0
